D		z		SN		ID		E		X		Y		Z		Px		Py		Pz		SN0		ID0		E0		X0		Y0		Z0		P0x		P0y		P0z		SN1		ID1		E1		X1		Y1		Z1		P1x		P1y		P1z		W	 Ang_linha_de_visada  	 Dist_ang
15.362500	0.000000	64.000000	1000010010.000000	3.152100	3.327790	-1.451010	-0.716703	0.267352	-0.963281	0.024756	64.000000	1000010010.000000	3.168680	0.000000	0.000000	0.000000	0.381385	-0.725090	-0.573402	64.000000	1000010010.000000	3.168680	0.000000	0.000000	0.000000	0.381385	-0.725090	-0.573402	1.000000	42.408515
3.876670	0.000000	66.000000	1000010010.000000	8.594280	-0.168384	1.845960	3.203340	0.002538	0.515943	0.856619	66.000000	1000010010.000000	8.617530	0.000000	0.000000	0.000000	-0.210685	0.918499	0.334621	66.000000	1000010010.000000	8.617530	0.000000	0.000000	0.000000	-0.210685	0.918499	0.334621	1.000000	40.770037
4.202530	0.000000	77.000000	1000010010.000000	9.630610	-2.340570	0.686735	-2.783090	-0.540676	0.411820	-0.733535	77.000000	1000010010.000000	9.660090	0.000000	0.000000	0.000000	-0.518553	0.759481	-0.392799	77.000000	1000010010.000000	9.660090	0.000000	0.000000	0.000000	-0.518553	0.759481	-0.392799	1.000000	40.155409
7.132170	0.000000	289.000000	1000010010.000000	1.468500	2.264280	-2.614150	-1.315130	0.042229	-0.719346	-0.693367	289.000000	1000010010.000000	1.469590	0.000000	0.000000	0.000000	0.615080	-0.184503	-0.766574	289.000000	1000010010.000000	1.469590	0.000000	0.000000	0.000000	0.615080	-0.184503	-0.766574	1.000000	38.810071
42.489800	0.000000	349.000000	1000010010.000000	0.387359	-3.629070	-0.724076	0.008372	-0.965093	0.244874	-0.092915	349.000000	1000010010.000000	0.387384	0.000000	0.000000	0.000000	-0.620805	-0.707843	-0.336985	349.000000	1000010010.000000	0.387384	0.000000	0.000000	0.000000	-0.620805	-0.707843	-0.336985	1.000000	41.708362
4.080050	0.000000	359.000000	1000010010.000000	14.925900	-3.157280	0.970628	-1.669180	-0.851396	0.069087	-0.519953	359.000000	1000010010.000000	14.975500	0.000000	0.000000	0.000000	-0.602418	0.794995	-0.071238	359.000000	1000010010.000000	14.975500	0.000000	0.000000	0.000000	-0.602418	0.794995	-0.071238	1.000000	41.013005
11.754300	0.000000	381.000000	1000010010.000000	0.122621	-2.723920	0.412904	-2.470370	-0.397190	0.385686	-0.832758	381.000000	1000010010.000000	0.122621	0.000000	0.000000	0.000000	-0.949596	0.313244	-0.012099	381.000000	1000010010.000000	0.122621	0.000000	0.000000	0.000000	-0.949596	0.313244	-0.012099	1.000000	42.094352
5.067340	0.000000	477.000000	1000010010.000000	5.177570	-2.225120	-1.793200	-2.350670	-0.076468	-0.938411	-0.336952	477.000000	1000010010.000000	5.191500	0.000000	0.000000	0.000000	-0.518222	0.166740	-0.838835	477.000000	1000010010.000000	5.191500	0.000000	0.000000	0.000000	-0.518222	0.166740	-0.838835	1.000000	40.208606
17.790300	0.000000	494.000000	1000010010.000000	0.762765	-2.046530	-2.280870	-2.074110	-0.781140	-0.617670	-0.091131	494.000000	1000010010.000000	0.763005	0.000000	0.000000	0.000000	-0.631907	-0.772279	0.065409	494.000000	1000010010.000000	0.763005	0.000000	0.000000	0.000000	-0.631907	-0.772279	0.065409	1.000000	37.921879
5.651400	0.000000	507.000000	1000010010.000000	5.667290	-1.448480	0.457098	-3.373890	-0.986580	-0.154144	0.053857	507.000000	1000010010.000000	5.685340	0.000000	0.000000	0.000000	-0.183327	0.701427	-0.688761	507.000000	1000010010.000000	5.685340	0.000000	0.000000	0.000000	-0.183327	0.701427	-0.688761	1.000000	38.142833
