D		z		SN		ID		E		X		Y		Z		Px		Py		Pz		SN0		ID0		E0		X0		Y0		Z0		P0x		P0y		P0z		SN1		ID1		E1		X1		Y1		Z1		P1x		P1y		P1z		W	 Ang_linha_de_visada  	 Dist_ang
61.520600	0.000000	2.000000	1000010010.000000	0.183851	0.509797	-1.731910	-3.230220	0.571464	-0.540819	-0.617206	2.000000	1000010010.000000	0.183856	0.000000	0.000000	0.000000	0.165542	-0.986092	-0.014797	2.000000	1000010010.000000	0.183856	0.000000	0.000000	0.000000	0.165542	-0.986092	-0.014797	1.000000	60.182866
10.392900	0.000000	86.000000	1000010010.000000	0.180604	-2.085980	0.131724	-3.053770	0.233619	0.208646	-0.949678	86.000000	1000010010.000000	0.180605	0.000000	0.000000	0.000000	-0.358859	0.866710	-0.346460	86.000000	1000010010.000000	0.180605	0.000000	0.000000	0.000000	-0.358859	0.866710	-0.346460	1.000000	58.731994
31.047600	0.000000	116.000000	1000010010.000000	1.038230	-1.136460	-3.056070	-1.750290	0.280601	-0.813152	-0.509948	116.000000	1000010010.000000	1.039690	0.000000	0.000000	0.000000	-0.678305	0.103296	-0.727483	116.000000	1000010010.000000	1.039690	0.000000	0.000000	0.000000	-0.678305	0.103296	-0.727483	1.000000	62.154976
4.283570	0.000000	121.000000	1000010010.000000	11.346600	3.366200	-1.491610	-0.370093	0.452691	-0.891661	0.003364	121.000000	1000010010.000000	11.383900	0.000000	0.000000	0.000000	0.755417	0.425256	0.498500	121.000000	1000010010.000000	11.383900	0.000000	0.000000	0.000000	0.755417	0.425256	0.498500	1.000000	62.230680
5.946540	0.000000	196.000000	1000010010.000000	1.200000	0.109488	3.613370	-0.790178	-0.686985	0.591518	-0.422088	196.000000	1000010010.000000	1.200470	0.000000	0.000000	0.000000	0.269338	0.679203	0.682745	196.000000	1000010010.000000	1.200470	0.000000	0.000000	0.000000	0.269338	0.679203	0.682745	1.000000	58.304262
30.416900	0.000000	230.000000	1000010010.000000	0.821855	-2.688350	0.740385	-2.432500	-0.698198	0.044282	-0.714534	230.000000	1000010010.000000	0.822421	0.000000	0.000000	0.000000	-0.428156	-0.709311	-0.559965	230.000000	1000010010.000000	0.822421	0.000000	0.000000	0.000000	-0.428156	-0.709311	-0.559965	1.000000	57.503712
6.793840	0.000000	238.000000	1000010010.000000	0.286389	-2.693700	0.390385	-2.506440	0.502296	0.221279	-0.835903	238.000000	1000010010.000000	0.286390	0.000000	0.000000	0.000000	-0.678991	0.732083	0.055012	238.000000	1000010010.000000	0.286390	0.000000	0.000000	0.000000	-0.678991	0.732083	0.055012	1.000000	57.704452
7.596870	0.000000	260.000000	1000010010.000000	5.404920	-1.362880	-1.058070	-3.273320	0.616361	0.100386	-0.781039	260.000000	1000010010.000000	5.427390	0.000000	0.000000	0.000000	0.519990	0.211045	-0.827690	260.000000	1000010010.000000	5.427390	0.000000	0.000000	0.000000	0.519990	0.211045	-0.827690	1.000000	61.293287
4.272260	0.000000	297.000000	1000010010.000000	17.399100	3.365500	-1.539170	-0.015351	0.601313	-0.690587	-0.401887	297.000000	1000010010.000000	17.460900	0.000000	0.000000	0.000000	0.619107	0.173812	0.765830	297.000000	1000010010.000000	17.460900	0.000000	0.000000	0.000000	0.619107	0.173812	0.765830	1.000000	60.820310
43.968500	0.000000	336.000000	1000010010.000000	0.531399	3.234220	-1.645330	0.724476	0.331957	-0.732688	0.594116	336.000000	1000010010.000000	0.531508	0.000000	0.000000	0.000000	0.368644	0.042131	0.928615	336.000000	1000010010.000000	0.531508	0.000000	0.000000	0.000000	0.368644	0.042131	0.928615	1.000000	60.968496
